"Raison Sociale",SIREN,Année,Note,Structure,"Nom UES","Entreprises UES (SIREN)",Région,Département
"CARSAT SUD-EST",775559115,2019,98/100,Entreprise,"","","Provence-Alpes-Côte d'Azur",Bouches-du-Rhône
"CDC Habitat",470801168,2019,92/100,"Unité Economique et Sociale (UES)","CDC Habitat","CDC Habitat social (552046484), Sainte Barbe (307263780), Centre de contact de clients (509576609)",Ile-de-France,Paris
Cdiscount,424059822,2019,92/100,Entreprise,"","",Nouvelle-Aquitaine,Gironde
CEGID,410218010,2019,86/100,Entreprise,"","",Auvergne-Rhône-Alpes,Rhône
"CENTRE DE CONSEIL ET DE SERVICE",504514555,2019,78/100,Entreprise,"","","Pays de la Loire",Loire-Atlantique
"Centre Hospitalier Saint Joseph Saint Luc",390555076,2019,79/85,Entreprise,"","",Auvergne-Rhône-Alpes,Rhône
"CENTRE LEON BERARD",779924133,2019,94/100,Entreprise,"","",Auvergne-Rhône-Alpes,Rhône
"CENTRE SPÉCIALITÉS PHARMACEUTIQUES",857200521,2019,58/100,Entreprise,"","",Auvergne-Rhône-Alpes,Puy-de-Dôme
"CERP Rouen SAS",493265284,2019,98/100,Entreprise,"","",Normandie,Seine-Maritime
"Caterpillar France",61500245,2019,85/100,"Unité Economique et Sociale (UES)",CFSAS,"Caterpillar Commercial Services sarl (434398996)",Auvergne-Rhône-Alpes,Isère
CGED,308403955,2019,81/100,Entreprise,"","",Ile-de-France,Hauts-de-Seine
"CGI France",702042755,2019,89/100,Entreprise,"","",Ile-de-France,Hauts-de-Seine
"Chanel Parfums Beauté",478417710,2019,83/100,Entreprise,"","",Ile-de-France,Hauts-de-Seine
"Chanel SAS",542052766,2019,91/100,Entreprise,"","",Ile-de-France,Hauts-de-Seine
"CHANTIERS DE L'ATLANTIQUE",439067612,2019,89/100,Entreprise,"","","Pays de la Loire",Loire-Atlantique
CHARAL,546950379,2019,84/100,Entreprise,"","","Pays de la Loire",Maine-et-Loire
"CHAUSSON MATERIAUX",528648892,2019,83/100,"Unité Economique et Sociale (UES)","CHAUSSON MATERIAUX","BETOTRANS (829773761), CREA (444953087)",Occitanie,Haute-Garonne
CHRONODRIVE,433513892,2019,94/100,Entreprise,"","",Hauts-de-France,Nord
"CHUBB FRANCE",702000522,2019,85/100,Entreprise,"","",Ile-de-France,"Val-d'oise"
"CHUBB FRANCE",702000522,2019,89/100,Entreprise,"","",Ile-de-France,"Val-d'oise"
"CIC EST",754800712,2019,76/100,Entreprise,"","","Grand Est",Bas-Rhin
"CIC LYONNAISE DE BANQUE",954507976,2019,87/100,Entreprise,"","",Auvergne-Rhône-Alpes,Rhône
"CIC OUEST",855801072,2019,86/100,Entreprise,"","","Pays de la Loire",Loire-Atlantique
"CIC SUD OUEST",456204809,2019,87/100,Entreprise,"","",Nouvelle-Aquitaine,Gironde
"CIE BM FRANCE",552118465,2019,89/100,Entreprise,"","",Ile-de-France,Hauts-de-Seine
"CIE EXPLOITATION SCE AUXILIAIRE AERIEN",722000395,2019,89/100,Entreprise,"","",Ile-de-France,"Val-d'oise"
"Ciments Calcia",654800689,2019,77/100,Entreprise,"","",Ile-de-France,Yvelines
CIRCET,390072551,2019,66/100,Entreprise,"","","Provence-Alpes-Côte d'Azur",Var
"CLINIQUE PASTEUR",550801195,2019,94/100,Entreprise,"","",Occitanie,Haute-Garonne
CNES,775665912,2019,94/100,Entreprise,"","",Ile-de-France,Paris
"CNH INDUSTRIAL FRANCE",695480244,2019,81/100,Entreprise,"","",Ile-de-France,Essonne
"CNIM GROUPE",662043595,2019,81/100,Entreprise,"UES CNIM","",Ile-de-France,Paris
"CNP Assurances",341737062,2019,99/100,Entreprise,"","",Ile-de-France,Paris
COALLIA,775680309,2019,94/100,"Unité Economique et Sociale (UES)",COALLIA,"COALLIA SOLIDAIRE (814601928), PAVILLON GIRARDIN (382094886)",Ile-de-France,Paris
"COCA COLA EUROPEAN PARTNERS",343688016,2019,98/100,Entreprise,"","",Ile-de-France,Hauts-de-Seine
COFIDIS,325307106,2019,89/100,Entreprise,"","",Hauts-de-France,Nord
COFIROUTE,552115891,2019,94/100,Entreprise,"","",Ile-de-France,Hauts-de-Seine
"COLAS  RHONE ALPES AUVERGNE",329393797,2019,76/100,Entreprise,"","",Auvergne-Rhône-Alpes,Rhône
"COLAS CENTRE OUEST",329338883,2019,77/100,Entreprise,"","","Pays de la Loire",Loire-Atlantique
"COLAS ILE DE FRANCE NORMANDIE",329168157,2019,78/100,Entreprise,"","",Ile-de-France,Yvelines
"COLAS MIDI MEDITERRANEE",329368526,2019,79/100,Entreprise,"","","Provence-Alpes-Côte d'Azur",Bouches-du-Rhône
"COLAS NORD-EST",329198337,2019,49/65,Entreprise,"","","Grand Est",Meurthe-et-Moselle
"COLAS RAIL",632049128,2019,81/100,Entreprise,"","",Ile-de-France,Hauts-de-Seine
"COLAS SUD OUEST",329405211,2019,76/100,Entreprise,"","",Nouvelle-Aquitaine,Gironde
"Comdata Holding France",831004957,2019,86/100,"Unité Economique et Sociale (UES)","Comdata France","CCA International France (384627659), Cercle (434210829), ICC (409709342), Phonyr (432074078), CRM 02 (483036406), CRM 03 (808613160), CRM 05 (399908573), CRM 06 (802319590), CRM 13 (478908346), CRM 08 (538168675), CRM 57 (432337897), CRM 59 (483157434), CRM 67 (483130688), CRM 71 (483131454), CRM 72 (483131413), Eazyco France (810643684), Data Base Factory (815314679)",Ile-de-France,Hauts-de-Seine
"COMITE COMMUN",775646615,2019,69/85,Entreprise,"","",Auvergne-Rhône-Alpes,Rhône
"COMITE MOSELLAN DE SAUVEGARDE DE L'ENFANCE, DE L'ADOLESCENCE ET DES ADULTES",775618689,2019,99/100,Entreprise,"","","Grand Est",Moselle
"COMPAGNIE DES FROMAGES & RICHESMONTS",501645196,2019,93/100,Entreprise,"","",Ile-de-France,Hauts-de-Seine
"Compagnie des Transports Strasbourgeois",568500680,2019,84/100,Entreprise,"","","Grand Est",Bas-Rhin
"COMPTOIR ELECTRIQUE FRANCAIS",319883344,2019,90/100,Entreprise,"","",Auvergne-Rhône-Alpes,Rhône
"Conforama France SA",414819409,2019,78/100,Entreprise,"","",Ile-de-France,Seine-et-Marne
"CONSTELLIUM ISSOIRE",672014081,2019,86/100,Entreprise,"","",Auvergne-Rhône-Alpes,Puy-de-Dôme
"CONSTELLIUM NEUF BRISACH",807641360,2019,81/100,Entreprise,"","","Grand Est",Haut-Rhin
"CONSTRUCTEL CONSTRUCTION ET TELECOMMUNICATIONS SA",442835468,2019,79/100,Entreprise,"","",Auvergne-Rhône-Alpes,Drôme
"CONTINENTAL AUTOMOTIVE FRANCE SAS",314722026,2019,94/100,Entreprise,"","",Occitanie,Haute-Garonne
"Continental France SNC",380110304,2019,78/100,Entreprise,"","","Grand Est",Moselle
"COOP ATLANTIQUE",525580130,2019,94/100,Entreprise,"","",Nouvelle-Aquitaine,Charente-Maritime
"COOPERL ARC ATLANTIQUE",383986874,2019,87/100,Entreprise,"","",Bretagne,"Côtes-d'armor"
"Corsair International",328621586,2019,85/100,Entreprise,"","",Ile-de-France,Val-de-Marne
"COUGNAUD Construction",310601687,2019,84/100,Entreprise,"","","Pays de la Loire",Vendée
"GMF ASSURANCES",398972901,2019,87/100,"Unité Economique et Sociale (UES)",COVEA,"ASSURANCES MUTUELLES DE FRANCE (323562678), FIDELIA ASSISTANCE (479897936), FIDELIA SERVICES (479897936), GMF VIE (315814806), LA GARANTIE MUTUELLE DES FONCTIONNAIRES (775691140), TELEASSURANCES (339761298), Association pour le développement des compétences (391169109), MAAF ASSURANCES (781423280), MAAF ASSURANCES SA (542073580), MAAF SANTE (331542142), MAAF VIE SA (337804819), GIE ATLAS (424097103), GIE EURO GESTION SANTE (392735171), GIE EURODEM (389316290), GIE EUROPAC (389272295), GIE EUROPEX (389272030), GIE EUROVAD (539663195), GIE LOGISTIC (389272139), GIE RCDI (389272389), MMA IARD (775652126), MMA VIE (775652118), MMA IARD SA (440048882), MMA VIE SA (440042174), COVEA PROTECTION JURIDIQUE SA (442935227)",Ile-de-France,Hauts-de-Seine
"CPAM de l'Essonne",323722165,2019,94/100,Entreprise,"","",Ile-de-France,Essonne
"CPAM de la Gironde",781847421,2019,69/100,Entreprise,"","",Nouvelle-Aquitaine,Gironde
"CPAM DES ALPES MARITIMES",775552151,2019,94/100,Entreprise,"","","Provence-Alpes-Côte d'Azur",Alpes-Maritimes
"CPAM des Yvelines",323532267,2019,96/100,Entreprise,"","",Ile-de-France,Yvelines
"CPAM HAUTS DE SEINE",323636837,2019,99/100,Entreprise,"","",Ile-de-France,Hauts-de-Seine
"CPAM RHONE",517465928,2019,95/100,Entreprise,"","",Auvergne-Rhône-Alpes,Rhône
"CPAM Seine Saint Denis",323690271,2019,88/100,Entreprise,"","",Ile-de-France,Seine-Saint-Denis
"CPM FRANCE",315666958,2019,88/100,"Unité Economique et Sociale (UES)","CPM FRANCE","RETAIL SAFARI (447731373), OMNISERVICES (421346651), CPM FIELD (414911255)",Ile-de-France,Hauts-de-Seine
"CRAMA PARIS VAL DE LOIRE",382285260,2019,85/100,Entreprise,"","",Ile-de-France,Val-de-Marne
"CRCA NORD EST",394157085,2019,94/100,Entreprise,"","","Grand Est",Marne
"CRCAM LOIRE HAUTE-LOIRE",380386854,2019,89/100,Entreprise,"","",Auvergne-Rhône-Alpes,Loire
"CREDIT AGRICOLE ALSACE VOSGES",437642531,2019,84/100,Entreprise,"","","Grand Est",Bas-Rhin
"CREDIT AGRICOLE ASSURANCES SOLUTIONS",451751564,2019,86/100,Entreprise,"","",Ile-de-France,Paris
"CREDIT AGRICOLE ATLANTIQUE VENDEE",440242469,2019,88/100,Entreprise,"","","Pays de la Loire",Loire-Atlantique
"CREDIT AGRICOLE CENTRE-FRANCE",445200488,2019,88/100,Entreprise,"","",Auvergne-Rhône-Alpes,Puy-de-Dôme
"CREDIT AGRICOLE CHAMPAGNE BOURGOGNE",775718216,2019,87/100,Entreprise,"","","Grand Est",Aube
"Credit Agricole CIB",304187701,2019,84/100,Entreprise,"","",Ile-de-France,Hauts-de-Seine
"CREDIT AGRICOLE DU MORBIHAN",777903816,2019,78/100,Entreprise,"","",Bretagne,Morbihan
"CREDIT AGRICOLE ILLE ET VILAINE",775590847,2019,93/100,Entreprise,"","",Bretagne,Ille-et-Vilaine
"CREDIT AGRICOLE PARIS ET IDF",775665615,2019,94/100,Entreprise,"","",Ile-de-France,Paris
"CREDIT AGRICOLE PYRENEES GASCOGNE",776983546,2019,89/100,Entreprise,"","",Occitanie,Hautes-Pyrénées
"CREDIT AGRICOLE S.A.",784608416,2019,83/100,"Unité Economique et Sociale (UES)","CREDIT AGRICOLE S.A.","CREDIT AGRICOLE SOLUTION GROUPE SERVICES (437603400), FONCARIS (350892022), PLEINCHAMP (432556900), PROGICA (401440268), CREDIT AGRICOLE CAPITAL INVESTISSEMENT & FINANCE (353849599), IDIA (508667094), SODICA (422069021)",Ile-de-France,Hauts-de-Seine
"CREDIT AGRICOLE TOURAINE POITOU",399780097,2019,88/100,Entreprise,"","","Centre-Val de Loire",Indre-et-Loire
"CREDIT AGRICOLE VAL DE FRANCE",400868188,2019,92/100,Entreprise,"","","Centre-Val de Loire",Eure-et-Loir
"CREDIT DU NORD",456504851,2019,88/100,Entreprise,"","",Hauts-de-France,Nord
"CREDIT FONCIER DE FRANCE",542029848,2019,86/100,Entreprise,"","",Ile-de-France,Val-de-Marne
"CREDIT INDUSTRIEL ET COMMERCIAL - CIC",542016381,2019,71/100,Entreprise,"","",Ile-de-France,Paris
"CREDIT MUTUEL",870800299,2019,83/100,Entreprise,"","","Pays de la Loire",Loire-Atlantique
"CAISSE REGIONALE DU CREDIT MUTUEL ILE DE FRANCE",692043714,2019,73/100,"Unité Economique et Sociale (UES)","CREDIT MUTUEL ILE DE FRANCE","FEDERATION DU CREDIT MUTUEL ILE DE FRANCE (784393464)",Ile-de-France,Paris
"CRISTAL UNION",421343369,2019,87/100,Entreprise,"","","Grand Est",Aube
"Croi-Rouge française",775672272,2019,79/100,Entreprise,"","",Ile-de-France,Paris
"Crown Emballage France",954200838,2019,94/100,Entreprise,"","",Ile-de-France,Seine-Saint-Denis
"Crédit Agricole Alpes Provence",381976448,2019,92/100,Entreprise,"","","Provence-Alpes-Côte d'Azur",Bouches-du-Rhône
"Crédit Agricole des Savoie",302958491,2019,92/100,Entreprise,"","",Auvergne-Rhône-Alpes,Haute-Savoie
"Crédit Agricole Sud Rhône Alpes",402121958,2019,87/100,Entreprise,"","",Auvergne-Rhône-Alpes,Isère
"Crédit Agricole Technologies Services",521320408,2019,100/100,Entreprise,"","",Ile-de-France,Paris
"Crédit Agricole Toulouse 31",776916207,2019,94/100,Entreprise,"","",Occitanie,Haute-Garonne
"Crédit Mutuel Océan",307049015,2019,81/100,Entreprise,"","","Pays de la Loire",Vendée
"CS SYSTEMES D INFORMATION",393135298,2019,86/100,Entreprise,"","",Ile-de-France,Hauts-de-Seine
CSF,440283752,2019,94/100,Entreprise,"","",Normandie,Calvados
"DACHSER FRANCE",546650334,2019,87/100,Entreprise,"","","Pays de la Loire",Vendée
"DAHER AEROSPACE SA",597020841,2019,88/100,Entreprise,"","","Centre-Val de Loire",Loir-et-Cher
DALKIA,456500537,2019,88/100,Entreprise,"","",Hauts-de-France,Nord
"DALKIA FROID SOLUTIONS",66201120,2019,82/100,Entreprise,"","","Pays de la Loire",Maine-et-Loire
"DANONE PRODUITS FRAIS FRANCE",672039971,2019,89/100,Entreprise,"","",Ile-de-France,Seine-Saint-Denis
"DARTY GRAND EST",303376586,2019,89/100,"Unité Economique et Sociale (UES)","DARTY GRAND EST","A2I DARTY RHONE ALPES (491634697)",Auvergne-Rhône-Alpes,Rhône
"DARTY GRAND OUEST",339403933,2019,89/100,"Unité Economique et Sociale (UES)","DARTY GRAND OUEST","SNC A2I DARTY OUEST (491554457)","Pays de la Loire",Loire-Atlantique
"DARTY SAS",542086616,2019,87/100,"Unité Economique et Sociale (UES)","DARTY ILE DE FRANCE","Société A2I ILE DE FRANCE (492660261)",Ile-de-France,Seine-Saint-Denis
"DASSAULT SYSTEMES SE",322306440,2019,95/100,Entreprise,"","",Ile-de-France,Yvelines
"DECATHLON FRANCE SAS",500569405,2019,84/100,Entreprise,"","",Hauts-de-France,Nord
"DECATHLON SE",306138900,2019,81/100,Entreprise,"","",Hauts-de-France,Nord
"DEKRA INDUSTRIAL SAS",433250834,2019,73/100,Entreprise,"","",Ile-de-France,Hauts-de-Seine
DELIFRANCE,313167173,2019,84/100,Entreprise,"","",Ile-de-France,Val-de-Marne
DELPEYRAT,645680026,2019,89/100,Entreprise,"","",Nouvelle-Aquitaine,Landes
"DELPHI FRANCE SAS",440156081,2019,84/100,Entreprise,"","",Ile-de-France,"Val-d'oise"
"DEMATHIEU BARD CONSTRUCTION",790843411,2019,83/100,Entreprise,"","","Grand Est",Moselle
"DERET LOGISTIQUE",353513450,2019,78/100,Entreprise,"","","Centre-Val de Loire",Loiret
"DERICHEBOURG Atis aéronautique",340641216,2019,89/100,Entreprise,"","",Occitanie,Haute-Garonne
"DERICHEBOURG INTERIM ET RECRUTEMENT",602044638,2019,20/25,Entreprise,"","",Ile-de-France,Paris
"DERICHEBOURG PROPRETE (DERICHEBOURG PROPRETE ET SERVICES ASSOCIES)",702021114,2019,62/100,Entreprise,"","",Ile-de-France,Val-de-Marne
"Devoteam SA",402968655,2019,75/100,Entreprise,"","",Ile-de-France,Hauts-de-Seine
"DHL SERVICES LOGISTIQUES",402350136,2019,89/100,Entreprise,"","",Ile-de-France,Seine-Saint-Denis
"DISTRIBUTION CASINO FRANCE",428268023,2019,88/100,Entreprise,"","",Auvergne-Rhône-Alpes,Loire
"DISTRIBUTION SANITAIRE CHAUFFAGE",572141885,2019,93/100,Entreprise,"","",Hauts-de-France,Oise
VERTDIS,341633725,2019,82/100,"Unité Economique et Sociale (UES)","DISTRIBUTION VERTE","LES JARDINS DE ROUVROY (380772160), PRISE DIRECT' (811918929), PLEIN CHAMP (412572497), CHLORODIS (811918895), ATOUTIME (844095158)",Hauts-de-France,Pas-de-Calais
"DISTRILAP SAS",389589375,2019,88/100,Entreprise,"","",Ile-de-France,Seine-Saint-Denis
DMBP,508102159,2019,94/100,Entreprise,"","",Auvergne-Rhône-Alpes,Haute-Savoie
"DOCAPOSTE BPO",320217144,2019,69/100,Entreprise,"","",Ile-de-France,Seine-et-Marne
"DOCAPOSTE BPO IS",390426450,2019,89/100,Entreprise,"","",Ile-de-France,Val-de-Marne
"DPD FRANCE SAS",444420830,2019,84/100,Entreprise,"","",Ile-de-France,Hauts-de-Seine
"DRSM ILE DE FRANCE",180035024,2019,83/100,Entreprise,"","",Ile-de-France,Paris
"DXC TECHNOLOGY",315268664,2019,86/100,Entreprise,"","",Ile-de-France,Hauts-de-Seine
"EASYDIS SAS",383123874,2019,79/100,Entreprise,"","",Auvergne-Rhône-Alpes,Loire
"ECONOCOM INFOGERANCE SYSTEMES",844844092,2019,64/85,Entreprise,"","",Ile-de-France,Hauts-de-Seine
"EDF SA",552081317,2019,95/100,Entreprise,"","",Ile-de-France,Paris
"EES - CLEMESSY SA",945752137,2019,88/100,Entreprise,"","","Grand Est",Haut-Rhin
"Eiffage Energie Systèmes Gestion & Développement",420542151,2019,85/100,"Unité Economique et Sociale (UES)","Eiffage Energie","Eiffage Energie Systèmes Infra Loire Auvergne (775635543), Eiffage Energie Sytèmes IT Rhône Alpes (378499644), Eiffage Energie Systèmes Clevia Centre Est (518137864), Eiffage Energie Systèmes IT Loire Auvergne (808488050), Eiffage Energie Systèmes Infra Rhône Alpes (808464515), Eiffage Energie Systèmes Centre Loire (329009559), Eiffage Energie Systèmes Basse Normandie (573820917), Eiffage Energie Systèmes Clevia Normandie (398461582), Eiffage Energie Systèmes Val de Loire (388779407), Eiffage Energie Systèmes Haute Normandie (388777534), Eiffage Energie Systèmes Transport & Distribution (309122810), Eiffage Energie Systèmes Electronique (403748379), Eiffage Energie Ferroviaire (403859028), Eiffage Energie Systèmes Martinique (404123275), Eiffage Energie Systèmes Réseaux & Solutions (312126360), Eiffage Energie Systèmes Guadeloupe (422620799), Eiffage Energie Systèmes Guyane (518137823), Eiffage Energie Systèmes Lorraine Marne Ardennes (342793098), Eiffage Energie Systèmes Alsace Franche Comte (388758708), Eiffage Energie Systèmes Bourgogne Champagne (388773772), Eiffage Energie Systèmes Clevia Est (340023225), Eiffage Energie Systèmes Méditerranée (388758617), Eiffage Energie Systèmes Clévia Méditerranée (518137724), Eiffage Energie Systèmes EIS VDR (518201793), Eiffage Energie Systèmes Provence (808606362), Eiffage Energie Systèmes Poitou Charente (302068382), Eiffage Energie Systèmes Aquitaine (401070891), Eiffage Energie Systèmes Cassagne (385249701), Eiffage Energie Systèmes Clevia Nouvelle Aquitaine (518137773), Eiffage Energie Systèmes Therm Inox (429468572), Eiffage Energie Systèmes Infra Nord (388781551), Eiffage Energie Systèmes Nord (388784928), Eiffage Energie Systèmes Indus Nord (388727240), Eiffage Energie Systèmes Clevia Nord (518137757), Eiffage Energie Systèmes Clevia Sud Ouest (640800223), Eiffage Energie Systèmes Quercy Rouergue Gevaudan (309646453), Eiffage Energie Systèmes Sud Ouest (388739179), Eiffage Energie Systèmes Fontanie (326791993), Eiffage Energie Systèmes Chamayou (780083762), Eiffage Energie Systèmes Clevia Ouest (788373603), Eiffage Energie Systèmes Loire Ocean (313196768), Eiffage Energie Systèmes Maine Bretagne (388772105), Eiffage Energie Systèmes Ferroviaires (428729602), Eiffage Energie Systèmes Services IDF (518201744), Eiffage Energie Systèmes Clevia IDF (323814632), Eiffage Energie Systèmes Automatismes & Robotique (326966140), Eiffage Energie Systèmes Ile de France (420540643)",Ile-de-France,Yvelines
"EIFFAGE GENIE CIVIL",352745749,2019,78/100,Entreprise,"","",Ile-de-France,Yvelines
"EIFFAGE ROUTE CENTRE EST",398827113,2019,40/65,Entreprise,"","",Auvergne-Rhône-Alpes,Rhône
"eiffage route gRAND sud",398762211,2019,0/25,Entreprise,"","","Provence-Alpes-Côte d'Azur",Bouches-du-Rhône
"EIFFAGE ROUTE ILE DE FRANCE CENTRE OUEST",433604196,2019,78/100,Entreprise,"","",Ile-de-France,Seine-Saint-Denis
"EIFFAGE ROUTE SUD OUEST",399307370,2019,84/100,Entreprise,"","",Nouvelle-Aquitaine,Gironde
"ELECTRO DEPOT",433744539,2019,80/100,Entreprise,"","",Hauts-de-France,Nord
ELIAD,792174856,2019,79/80,"Unité Economique et Sociale (UES)",ELIAD,"ELIAD PLANOISE ILE DE FRANCE (817964638), ELIAD PLANOISE LAFAYETTE (817970361), ELIAD SAINT FERJEUX (817948292), ELIAD ROSEMONT (817979032), ELIAD BESANCON BOUCLE (817968340), ELIAD MONTRAPON (817964836), ELIAD VIEILLES PERRIERES (817968555), ELIAD CHAPRAIS (817963440), ELIAD VAITES (879025542), ELIAD BREGILLE (817948250), ELIAD ORCHAMPS (817964331), ELIAD ORCHAMPS 2 (879027175), ELIAD VELOTTE (817968233), ELIAD SAINT CLAUDE (817948409), ELIAD FRANOIS (817968894), ELIAD SAINT VIT (817978869), ELIAD AUDEUX (817964034), ELIAD LANTENNE VERTIERE (842025850), ELIAD BOUSSIERES (817978893), ELIAD GRANDFONTAINE (817978943), ELIAD QUINGEY (879024487), ELIAD AVANNE (817970635), ELIAD EMAGNY (817970445), ELIAD CHATILLON LE DUC (817948383), ELIAD CUSSEY SUR L'OGNON (817948342), ELIAD MONCEY (817966120), ELIAD TISF PREVENTION (818848996), ELIAD TISF PROTECTION (818848822), ELIAD PREVENTION (822037636), ELIAD SERVICES 25 (818848962), ELIAD PALENTE (817970510), ELIAD CHALEZE (878340108), ELIAD THISE (817971187), ELIAD NOVILLARS (817971088), ELIAD MARCHAUX (817971302), ELIAD ROULANS (818193823), ELIAD ROUGEMONT (842025835), ELIAD PONTARLIER LE LARMONT (817948490), ELIAD PONTARLIER LE LAC (817963788), ELIAD PONTARLIER VILLAGE (817963556), ELIAD ACCUEIL DE JOUR DOUBS (818848913), ELIAD PONTARLIER CENTRE (818848657), ELIAD DOUBS (817948466), ELIAD CHAFFOIS (817964075), ELIAD ORNANS (817948441), ELIAD LODS (817971054), ELIAD VALDAHON (842025876), ELIAD SAONE (817965882), ELIAD MAMIROLLE (842025785), ELIAD VESOUL (817916364), ELIAD FROTEY LES VESOUL (817964901), ELIAD ECHENOZ LA MELINE (817947450), ELIAD NOIDANS LES VESOUL (817947310), ELIAD SAULX DE VESOUL (817966351), ELIAD VAIVRE ET MONTOILLE (817917511), ELIAD PUSEY (817916471), ELIAD QUINCEY (817965965), ELIAD MONTBOZON (817960172), ELIAD PORT SUR SAONE (817947070), ELIAD JUSSEY (817965049), ELIAD AMANCE (817965320), ELIAD SERVICES 70 (818194201), ELIAD CSI VESOUL (818194029), ELIAD AUTREY CHAMPLITTE (817948243), ELIAD ARC LES GRAY (818193484), ELIAD DAMPIERRE LAVONCOURT (818193674), ELIAD FRESNES SAINT MAMES (817948995), ELIAD PESMES (817946452), ELIAD GY (817948771), ELIAD MARNAY (817948334), ELIAD GRAY (817946254), ELIAD LUXEUIL LES BAINS (817966468), ELIAD FROIDECONCHE (817916794), ELIAD CSI DE LUXEUIL (878340256), ELIAD SAINT SAUVEUR (817916521), ELIAD SAINT LOUP (817966203), ELIAD VAUVILLERS (817966633), ELIAD FOUGEROLLES (817960065), ELIAD MELISEY (817917123), ELIAD RONCHAMP (817917354), ELIAD SERVANCE (817917248), ELIAD LURE (817916596), ELIAD MAGNY VERNOIS (817916703), ELIAD VILLERSEXEL (817916273), ELIAD CSI LURE (818193161), ELIAD HERICOURT (817916695), ELIAD DEVELOPPEMENT LOCAL (817965650)",Bourgogne-Franche-Comté,Doubs
"ELIOR ENSEIGNEMENT ET SANTE (ELRES)",662025196,2019,84/100,Entreprise,"","",Ile-de-France,Hauts-de-Seine
"ELIOR ENSEIGNEMENT ET SANTE (ELRES)",662025196,2019,84/100,Entreprise,"","",Ile-de-France,Hauts-de-Seine
