destinataire;projet;horodatage;date_debut;date_fin;nb_lignes
DGT;DTS;2026-08-17T08:07:22;2026-01-01;2026-12-31;200
SIREN;Effectif_RCD;Effectif_H_rem_annuelle_globale;Effectif_F_rem_annuelle_globale;Effectif_H_taux_horaire_global;Effectif_F_taux_horaire_global;Effectif_H_rem_annuelle_variable;Effectif_F_rem_annuelle_variable;Rem_globale_annuelle_moyenne_ecart;Rem_globale_annuelle_moyenne_F;Rem_globale_annuelle_moyenne_H;Taux_horaire_global_moyen_ecart;Taux_horaire_global_moyen_F;Taux_horaire_global_moyen_H;Rem_variable_annuelle_moyenne_ecart;Rem_variable_annuelle_moyenne_F;Rem_variable_annuelle_moyenne_H;Taux_horaire_variable_moyen_ecart;Taux_horaire_variable_moyen_F;Taux_horaire_variable_moyen_H;Rem_globale_annuelle_mediane_ecart;Rem_globale_annuelle_mediane_F;Rem_globale_annuelle_mediane_H;Taux_horaire_global_median_ecart;Taux_globale_annuelle_mediane_F;Taux_globale_annuelle_mediane_H;Rem_variable_annuelle_mediane_ecart;Rem_variable_annuelle_mediane_F;Rem_variable_annuelle_mediane_H;Taux_horaire_variable_median_ecart;Taux_horaire_variable_median_F ;Taux_horaire_variable_median_H;Proportion_variable_F;Proportion_variable_H;Seuil_Q1_Rem_globale;Seuil_Q2_Rem_globale;Seuil_Q3_Rem_globale;Quartile1_Rem_globale_annuelle_nb_F;Quartile2_Rem_globale_annuelle_nb_F;Quartile3_Rem_globale_annuelle_nb_F;Quartile4_Rem_globale_annuelle_nb_F;Quartile1_Rem_globale_annuelle_nb_H;Quartile2_Rem_globale_annuelle_nb_H;Quartile3_Rem_globale_annuelle_nb_H;Quartile4_Rem_globale_annuelle_nb_H;Quartile1_Rem_globale_annuelle_proportion_F;Quartile2_Rem_globale_annuelle_proportion_F;Quartile3_Rem_globale_annuelle_proportion_F;Quartile4_Rem_globale_annuelle_proportion_F;Quartile1_Rem_globale_annuelle_proportion_H;Quartile2_Rem_globale_annuelle_proportion_H;Quartile3_Rem_globale_annuelle_proportion_H;Quartile4_Rem_globale_annuelle_proportion_H;Seuil_Q1_Taux_horaire_global;Seuil_Q2_Taux_horaire_global;Seuil_Q3_Taux_horaire_global;Quartile1_Taux_horaire_global_nb_F;Quartile2_Taux_horaire_global_nb_F;Quartile3_Taux_horaire_global_nb_F;Quartile4_Taux_horaire_global_nb_F;Quartile1_Taux_horaire_global_nb_H;Quartile2_Taux_horaire_global_nb_H;Quartile3_Taux_horaire_global_nb_H;Quartile4_Taux_horaire_global_nb_H;Quartile1_Taux_horaire_global_proportion_F;Quartile2_Taux_horaire_global_proportion_F;Quartile3_Taux_horaire_global_proportion_F;Quartile4_Taux_horaire_global_proportion_F;Quartile1_Taux_horaire_global_proportion_H;Quartile2_Taux_horaire_global_proportion_H;Quartile3_Taux_horaire_global_proportion_H;Quartile4_Taux_horaire_global_proportion_H;indice;indice_nature_exo;indice_unite;indice_ratio_suspensions;indice_ratio_arrets;indice_arrets_0;indice_quotite250;indice_quotite0;indice_rem_extremes;indice_taux_extremes
491498291;153,00;105;48;101;45;22;9;0,0028;39241,12;39350,89;-0,0644;22,65;21,28;0,0493;272,24;286,35;-0,0667;0,16;0,15;0,0074;37064,29;37341,64;-0,0594;21,39;20,19;-0,1287;312,79;277,13;-0,2000;0,18;0,15;0,1875;0,2095;20577,40;33540,82;36493,90;12;12;10;14;26;26;28;25;0,3158;0,3158;0,2632;0,3590;0,6842;0,6842;0,7368;0,6410;11,35;18,50;20,12;11;11;9;14;26;25;27;23;0,2973;0,3056;0,2500;0,3784;0,7027;0,6944;0,7500;0,6216;0,7665;0,3672;0,1339;0,2027;0,1955;0,0186;0,2285;0,1105;0,3502;0,0352
602058653;167,00;62;105;58;96;26;39;-0,0525;36564,42;34740,38;-0,1046;21,12;19,12;-0,1008;1227,12;1114,74;-0,1639;0,71;0,61;-0,0522;37593,05;35727,79;-0,1037;21,71;19,67;0,0358;1183,67;1227,56;0,0000;0,68;0,68;0,3714;0,4194;22390,01;26392,19;37854,41;27;26;23;29;15;16;19;12;0,6429;0,6190;0,5476;0,7073;0,3571;0,3810;0,4524;0,2927;12,70;14,96;21,46;24;24;22;26;14;15;17;12;0,6316;0,6154;0,5641;0,6842;0,3684;0,3846;0,4359;0,3158;0,8324;0,1646;0,2836;0,1308;0,0450;0,0379;0,2577;0,1777;0,2050;0,0123
753625268;233,00;159;74;150;68;26;12;0,0316;31260,36;32279,88;0,0028;17,64;17,69;0,0014;590,73;591,55;-0,0313;0,33;0,32;0,0119;32904,87;33299,95;-0,0175;18,57;18,25;0,1624;513,56;613,13;0,1471;0,29;0,34;0,1622;0,1635;18882,92;26492,08;31157,97;21;23;14;16;38;36;43;42;0,3559;0,3898;0,2456;0,2759;0,6441;0,6102;0,7544;0,7241;10,44;14,65;17,23;19;22;14;13;36;33;40;41;0,3455;0,4000;0,2593;0,2407;0,6545;0,6000;0,7407;0,7593;0,8660;0,1506;0,0752;0,1324;0,1175;0,0288;0,2438;0,0020;0,8239;0,0165
393602685;198,00;96;102;94;93;39;36;-0,0619;39103,22;36825,15;-0,1030;22,28;20,20;-0,2647;1318,02;1042,15;-0,3158;0,75;0,57;-0,0575;41091,21;38857,52;-0,0980;23,41;21,32;-0,6043;1488,13;927,61;-0,6667;0,85;0,51;0,3529;0,4063;19383,22;26343,76;36936,93;27;21;24;30;22;30;26;18;0,5510;0,4118;0,4800;0,6250;0,4490;0,5882;0,5200;0,3750;10,83;14,72;20,64;24;20;21;28;23;28;26;17;0,5106;0,4167;0,4468;0,6222;0,4894;0,5833;0,5532;0,3778;0,6807;0,0353;0,1575;0,1522;0,1693;0,0304;0,0982;0,0696;0,8930;0,0406
493473003;230,00;159;71;153;69;50;19;0,0262;36563,38;37548,84;-0,0039;20,51;20,43;0,1120;356,10;401,03;0,0909;0,20;0,22;0,0313;38305,12;39544,12;0,0009;21,49;21,51;0,0922;352,00;387,74;0,0476;0,20;0,21;0,2676;0,3145;20751,44;32382,37;38279,45;22;16;18;15;35;41;40;43;0,3860;0,2807;0,3103;0,2586;0,6140;0,7193;0,6897;0,7414;11,40;17,78;21,02;21;16;17;15;34;39;39;41;0,3818;0,2909;0,3036;0,2679;0,6182;0,7091;0,6964;0,7321;0,7067;0,0583;0,0443;0,2861;0,1050;0,0238;0,2096;0,0010;0,7334;0,0175
517780870;182,00;60;122;56;108;28;51;-0,0462;45318,67;43317,11;-0,0850;25,78;23,76;-0,1589;1363,06;1176,16;-0,2000;0,78;0,65;-0,0276;47868,86;46582,49;-0,0658;27,23;25,55;-0,0671;1181,28;1107,01;-0,0984;0,67;0,61;0,4180;0,4667;25028,73;37463,83;45973,29;28;30;28;36;18;15;18;9;0,6087;0,6667;0,6087;0,8000;0,3913;0,3333;0,3913;0,2000;14,06;21,04;25,82;24;27;24;33;18;13;18;7;0,5714;0,6750;0,5714;0,8250;0,4286;0,3250;0,4286;0,1750;0,5872;0,3299;0,1395;0,1480;0,0847;0,0247;0,0922;0,1525;0,1806;0,0152
302208616;195,00;135;60;119;55;35;14;0,0816;26000,77;28311,15;0,0675;14,37;15,41;0,0801;255,96;278,26;0,0667;0,14;0,15;0,0684;27950,88;30002,46;0,0539;15,45;16,33;0,1605;262,24;312,36;0,1765;0,14;0,17;0,2333;0,2593;19552,00;22784,13;30783,27;18;15;12;15;30;33;38;34;0,3750;0,3125;0,2400;0,3061;0,6250;0,6875;0,7600;0,6939;10,69;12,46;16,84;16;14;12;13;27;29;32;31;0,3721;0,3256;0,2727;0,2955;0,6279;0,6744;0,7273;0,7045;0,9895;0,3509;0,0155;0,0857;0,1248;0,0456;0,2552;0,0161;0,4388;0,0463
312285133;154,00;73;81;70;72;34;36;-0,0434;46121,18;44203,67;-0,0897;26,48;24,30;-0,1366;572,20;503,42;-0,1786;0,33;0,28;-0,0601;45173,10;42612,25;-0,1072;25,93;23,42;-0,1448;591,55;516,75;-0,2143;0,34;0,28;0,4444;0,4658;27263,39;34197,50;41752,11;18;20;18;25;20;19;22;12;0,4737;0,5128;0,4500;0,6757;0,5263;0,4872;0,5500;0,3243;15,32;19,21;23,46;16;17;16;23;20;19;20;11;0,4444;0,4722;0,4444;0,6765;0,5556;0,5278;0,5556;0,3235;0,5658;0,1224;0,1300;0,2351;0,0964;0,0272;0,0939;0,0810;0,3329;0,0159
333784262;155,00;107;48;101;45;34;13;0,0873;35984,31;39426,87;0,0593;20,14;21,41;0,0701;368,02;395,78;0,0000;0,21;0,21;0,0997;38430,33;42684,02;0,0720;21,51;23,18;0,0786;359,53;390,20;0,0476;0,20;0,21;0,2708;0,3178;25648,63;35368,28;40538,21;14;12;11;11;25;27;28;27;0,3590;0,3077;0,2821;0,2895;0,6410;0,6923;0,7179;0,7105;14,06;19,39;22,22;14;11;10;10;23;25;27;26;0,3784;0,3056;0,2703;0,2778;0,6216;0,6944;0,7297;0,7222;0,6402;0,3913;0,0333;0,0910;0,0396;0,0105;0,0172;0,1800;0,2339;0,0483
542015516;205,00;62;143;60;123;26;50;-0,0462;45827,63;43805,12;-0,1115;27,02;24,31;-0,2223;821,41;672,04;-0,2973;0,48;0,37;-0,0540;45725,32;43381,53;-0,1201;26,96;24,07;-0,1334;860,68;759,41;-0,2143;0,51;0,42;0,3497;0,4194;27536,60;35015,79;44963,90;35;38;30;40;17;13;22;10;0,6731;0,7451;0,5769;0,8000;0,3269;0,2549;0,4231;0,2000;15,91;20,23;25,98;29;31;27;36;17;14;20;9;0,6304;0,6889;0,5745;0,8000;0,3696;0,3111;0,4255;0,2000;0,7171;0,4850;0,0628;0,2424;0,1729;0,0036;0,1951;0,1995;0,0752;0,0328
487734691;209,00;145;64;129;61;36;17;0,0141;33996,81;34484,04;-0,0321;19,28;18,68;0,0816;320,95;349,46;0,0526;0,18;0,19;0,0078;33354,50;33617,45;-0,0390;18,92;18,21;-0,0553;346,72;328,54;-0,1111;0,20;0,18;0,2656;0,2483;22551,49;25852,72;33924,30;20;18;12;14;33;35;39;38;0,3774;0,3396;0,2353;0,2692;0,6226;0,6604;0,7647;0,7308;12,40;14,21;18,65;19;17;12;13;29;31;35;34;0,3958;0,3542;0,2553;0,2766;0,6042;0,6458;0,7447;0,7234;0,5524;0,3651;0,2433;0,1857;0,0830;0,0418;0,2252;0,0339;0,5132;0,0128
592033930;375,00;237;138;210;130;84;37;0,0770;32636,58;35357,42;0,0250;18,71;19,19;0,2835;694,24;968,99;0,2453;0,40;0,53;0,0755;34191,01;36982,40;0,0234;19,60;20,07;0,4398;605,82;1081,44;0,4068;0,35;0,59;0,2681;0,3544;19301,74;27700,07;36644,27;48;34;33;23;47;60;60;70;0,5053;0,3617;0,3548;0,2473;0,4947;0,6383;0,6452;0,7527;10,69;15,35;20,30;44;31;32;23;43;54;53;60;0,5057;0,3647;0,3765;0,2771;0,4943;0,6353;0,6235;0,7229;0,7981;0,1868;0,1886;0,1814;0,0654;0,0186;0,1323;0,1897;0,4881;0,0240
808529184;375,00;204;171;174;151;58;50;0,0090;43095,06;43488,47;0,0046;24,00;24,11;-0,0313;681,03;660,39;-0,0270;0,38;0,37;0,0069;46115,48;46435,22;0,0023;25,68;25,74;-0,2402;765,45;617,19;-0,2647;0,43;0,34;0,2924;0,2843;22289,60;31977,44;40666,68;44;42;43;42;50;52;50;52;0,4681;0,4468;0,4624;0,4468;0,5319;0,5532;0,5376;0,5532;12,38;17,77;22,59;38;35;41;37;43;46;40;45;0,4691;0,4321;0,5062;0,4512;0,5309;0,5679;0,4938;0,5488;0,5128;0,4826;0,0884;0,0080;0,1377;0,0423;0,1840;0,1883;0,7852;0,0319
582120267;375,00;208;167;196;144;88;65;0,1182;30661,33;34772,50;0,0673;17,73;19,01;0,1546;628,22;743,06;0,1220;0,36;0,41;0,1283;30863,07;35405,48;0,0785;17,84;19,36;0,0821;607,06;661,34;0,0278;0,35;0,36;0,3892;0,4231;24273,83;29482,01;36474,50;57;46;37;27;40;48;56;64;0,5876;0,4894;0,3978;0,2967;0,4124;0,5106;0,6022;0,7033;13,58;16,50;20,41;50;42;29;23;37;44;55;60;0,5747;0,4884;0,3452;0,2771;0,4253;0,5116;0,6548;0,7229;0,9031;0,3326;0,2510;0,2197;0,1844;0,0378;0,0222;0,0912;0,3991;0,0110
780130175;375,00;170;205;162;195;109;112;-0,0009;34913,72;34884,04;-0,0397;19,62;18,87;-0,0088;468,49;464,40;-0,0400;0,26;0,25;-0,0018;32705,87;32646,31;-0,0408;18,38;17,66;-0,1199;456,31;407,45;-0,1818;0,26;0,22;0,5463;0,6412;22996,16;28131,28;35888,09;59;47;45;54;35;46;49;40;0,6277;0,5054;0,4787;0,5745;0,3723;0,4946;0,5213;0,4255;12,70;15,54;19,82;54;46;44;51;35;43;46;38;0,6067;0,5169;0,4889;0,5730;0,3933;0,4831;0,5111;0,4270;0,6694;0,1434;0,0392;0,1956;0,1093;0,0287;0,1627;0,1111;0,1657;0,0482
798019774;375,00;233;142;208;131;111;64;0,0961;29090,60;32183,80;0,0833;16,17;17,64;0,1822;948,51;1159,84;0,1719;0,53;0,64;0,0867;28375,18;31067,69;0,0740;15,77;17,03;0,2835;858,03;1197,45;0,2727;0,48;0,66;0,4507;0,4764;20625,44;25396,53;32204,78;46;43;30;23;50;53;63;67;0,4792;0,4479;0,3226;0,2556;0,5208;0,5521;0,6774;0,7444;11,37;14,00;17,75;45;38;27;21;44;48;56;60;0,5056;0,4419;0,3253;0,2593;0,4944;0,5581;0,6747;0,7407;0,7123;0,0282;0,1433;0,2034;0,1012;0,0358;0,0240;0,0744;0,0256;0,0451
803822360;375,00;188;187;166;177;87;84;-0,0264;48401,89;47157,89;-0,0445;27,20;26,04;-0,0385;711,35;684,98;-0,0526;0,40;0,38;-0,0176;47769,83;46941,43;-0,0355;26,84;25,92;0,0512;618,02;651,40;0,0278;0,35;0,36;0,4492;0,4628;30343,18;33139,61;46221,36;48;54;40;45;45;41;54;48;0,5161;0,5684;0,4255;0,4839;0,4839;0,4316;0,5745;0,5161;16,91;18,46;25,75;43;51;39;44;43;35;46;42;0,5000;0,5930;0,4588;0,5116;0,5000;0,4070;0,5412;0,4884;0,6209;0,4223;0,1758;0,2926;0,1791;0,0147;0,0924;0,1124;0,2848;0,0010
775691132;375,00;199;176;179;171;90;68;0,0836;31080,95;33917,26;0,0183;18,24;18,58;0,2369;885,76;1160,79;0,1875;0,52;0,64;0,0791;31742,24;34468,01;0,0132;18,63;18,88;0,1828;994,65;1217,07;0,1343;0,58;0,67;0,3864;0,4523;17587,49;27624,30;36330,13;52;56;45;23;43;40;49;67;0,5474;0,5833;0,4787;0,2556;0,4526;0,4167;0,5213;0,7444;9,96;15,64;20,57;49;57;45;20;40;34;43;62;0,5506;0,6264;0,5114;0,2439;0,4494;0,3736;0,4886;0,7561;0,5994;0,1032;0,2790;0,0959;0,1688;0,0336;0,0900;0,0766;0,1785;0,0174
831208640;375,00;184;191;158;169;94;94;0,0154;36182,17;36748,73;-0,0194;20,47;20,08;-0,0320;771,69;747,77;-0,0732;0,44;0,41;0,0311;37093,94;38282,76;-0,0033;20,99;20,92;0,0278;796,77;819,57;0,0000;0,45;0,45;0,4921;0,5109;22803,40;29801,54;38678,00;45;50;53;43;48;44;42;50;0,4839;0,5319;0,5579;0,4624;0,5161;0,4681;0,4421;0,5376;12,69;16,58;21,52;40;43;48;38;41;39;35;43;0,4938;0,5244;0,5783;0,4691;0,5062;0,4756;0,4217;0,5309;0,5843;0,2508;0,0850;0,0663;0,1823;0,0332;0,0316;0,1818;0,3456;0,0395
481125896;375,00;202;173;192;156;98;79;0,0561;34292,19;36331,40;0,0457;19,23;20,15;0,2709;621,42;852,35;0,2553;0,35;0,47;0,0397;33196,35;34567,79;0,0287;18,62;19,17;0,3224;550,21;811,94;0,3111;0,31;0,45;0,4566;0,4851;23243,10;26986,85;39273,86;59;47;46;21;36;47;47;72;0,6211;0,5000;0,4946;0,2258;0,3789;0,5000;0,5054;0,7742;12,96;15,04;21,89;52;40;43;21;35;47;44;66;0,5977;0,4598;0,4943;0,2414;0,4023;0,5402;0,5057;0,7586;0,8693;0,0715;0,2255;0,2733;0,0005;0,0153;0,1342;0,1067;0,3575;0,0222
732058698;375,00;172;203;149;174;55;66;-0,0152;40554,53;39945,47;-0,0784;23,80;22,07;0,0211;456,67;466,49;-0,0385;0,27;0,26;0,0020;41621,05;41702,54;-0,0603;24,43;23,04;0,0161;510,15;518,49;-0,0345;0,30;0,29;0,3251;0,3198;23634,39;33626,34;38440,56;61;50;46;46;32;44;48;48;0,6559;0,5319;0,4894;0,4894;0,3441;0,4681;0,5106;0,5106;13,48;19,18;21,93;52;44;38;40;28;37;43;41;0,6500;0,5432;0,4691;0,4938;0,3500;0,4568;0,5309;0,5062;0,7696;0,3848;0,2808;0,0128;0,0113;0,0445;0,2146;0,1242;0,5360;0,0434
383066602;375,00;243;132;219;117;96;47;0,0758;29333,10;31737,36;0,0450;16,77;17,56;0,2570;581,01;781,96;0,2326;0,33;0,43;0,0897;30453,07;33452,94;0,0594;17,41;18,51;0,1566;620,58;735,85;0,1463;0,35;0,41;0,3561;0,3951;16886,14;22574,55;29778,22;38;37;33;24;57;58;61;67;0,4000;0,3895;0,3511;0,2637;0,6000;0,6105;0,6489;0,7363;9,45;12,63;16,66;32;34;29;22;53;51;55;60;0,3765;0,4000;0,3452;0,2683;0,6235;0,6000;0,6548;0,7317;0,8339;0,2393;0,1531;0,2817;0,0298;0,0228;0,1647;0,1830;0,6857;0,0196
812674836;375,00;188;187;171;165;106;113;0,0211;39481,74;40331,57;-0,0041;22,23;22,14;0,0398;472,16;491,71;0,0000;0,27;0,27;0,0251;39411,93;40425,02;0,0000;22,19;22,19;-0,0202;501,57;491,63;-0,0370;0,28;0,27;0,6043;0,5638;27430,64;33318,58;39256,52;58;52;36;41;36;41;58;53;0,6170;0,5591;0,3830;0,4362;0,3830;0,4409;0,6170;0,5638;15,25;18,52;21,82;49;47;31;38;34;37;54;46;0,5904;0,5595;0,3647;0,4524;0,4096;0,4405;0,6353;0,5476;0,6649;0,1232;0,0958;0,2812;0,0583;0,0232;0,0490;0,1098;0,7346;0,0044
480430875;375,00;227;148;215;126;98;59;0,1107;27198,92;30584,78;0,1010;15,14;16,84;0,1598;471,40;561,04;0,1613;0,26;0,31;0,1028;26219,16;29223,38;0,0926;14,60;16,09;0,1436;496,35;579,57;0,1250;0,28;0,32;0,3986;0,4317;20296,86;26824,64;27730,23;43;35;42;28;52;58;53;64;0,4526;0,3763;0,4421;0,3043;0,5474;0,6237;0,5579;0,6957;11,22;14,83;15,33;37;28;36;25;48;57;50;60;0,4353;0,3294;0,4186;0,2941;0,5647;0,6706;0,5814;0,7059;0,8190;0,4861;0,0698;0,1169;0,0706;0,0012;0,1738;0,1372;0,2747;0,0009
353238520;375,00;202;173;189;151;111;78;0,0083;43970,89;44339,49;0,0046;23,89;24,00;0,0393;438,39;456,33;0,0400;0,24;0,25;-0,0051;46019,72;45787,59;-0,0085;25,00;24,79;0,0902;411,72;452,54;0,0833;0,22;0,24;0,4509;0,5495;23530,83;38248,03;44929,76;50;39;42;42;44;55;51;52;0,5319;0,4149;0,4516;0,4468;0,4681;0,5851;0,5484;0,5532;12,76;20,74;24,36;42;35;38;36;42;50;48;49;0,5000;0,4118;0,4419;0,4235;0,5000;0,5882;0,5581;0,5765;0,5710;0,4027;0,2399;0,0852;0,0290;0,0250;0,1919;0,1790;0,8907;0,0443
491077020;375,00;189;186;186;160;64;60;0,0769;30804,49;33372,27;0,0679;17,15;18,40;0,1009;423,49;471,03;0,0769;0,24;0,26;0,0883;29280,04;32117,20;0,0791;16,30;17,70;0,2315;413,20;537,66;0,2333;0,23;0,30;0,3226;0,3386;20056,16;23834,91;35031,02;68;51;43;24;31;44;50;64;0,6869;0,5368;0,4624;0,2727;0,3131;0,4632;0,5376;0,7273;11,11;13,20;19,40;60;45;35;20;29;42;51;64;0,6742;0,5172;0,4070;0,2381;0,3258;0,4828;0,5930;0,7619;0,8215;0,1366;0,2916;0,2526;0,0551;0,0202;0,0481;0,0765;0,5819;0,0195
402116933;375,00;187;188;176;174;123;113;0,0014;41078,13;41137,26;-0,0119;22,88;22,61;0,0126;343,90;348,29;0,0000;0,19;0,19;0,0008;42210,10;42245,13;-0,0125;23,51;23,22;-0,1336;393,96;347,53;-0,1579;0,22;0,19;0,6011;0,6578;25380,29;29523,82;44652,73;44;46;50;48;49;48;44;46;0,4731;0,4894;0,5319;0,5106;0,5269;0,5106;0,4681;0,4894;14,04;16,34;24,71;41;44;47;42;47;44;40;45;0,4659;0,5000;0,5402;0,4828;0,5341;0,5000;0,4598;0,5172;0,5934;0,0971;0,1367;0,1292;0,0976;0,0411;0,2120;0,0956;0,6936;0,0410
311305650;375,00;220;155;220;149;93;58;0,1136;33494,20;37786,25;0,0548;19,48;20,61;0,2808;798,69;1110,47;0,2459;0,46;0,61;0,1011;33715,54;37509,64;0,0416;19,60;20,45;0,3165;857,29;1254,29;0,2647;0,50;0,68;0,3742;0,4227;23268,70;29607,74;37599,96;57;39;34;25;39;55;59;67;0,5938;0,4149;0,3656;0,2717;0,4063;0,5851;0,6344;0,7283;13,02;16,56;21,03;56;39;32;22;39;53;60;68;0,5895;0,4239;0,3478;0,2444;0,4105;0,5761;0,6522;0,7556;0,6279;0,1799;0,1167;0,2956;0,1146;0,0094;0,1824;0,0461;0,4894;0,0336
389389545;375,00;170;205;156;192;58;57;-0,0235;47233,17;46147,34;-0,0868;27,54;25,34;-0,0036;350,96;349,70;-0,0526;0,20;0,19;-0,0358;50162,60;48428,67;-0,0996;29,25;26,60;-0,1894;354,82;298,32;-0,3125;0,21;0,16;0,2780;0,3412;31059,67;33998,46;47566,83;52;61;45;47;42;34;48;46;0,5532;0,6421;0,4839;0,5054;0,4468;0,3579;0,5161;0,4946;17,62;19,29;26,99;51;57;42;42;37;31;44;44;0,5795;0,6477;0,4884;0,4884;0,4205;0,3523;0,5116;0,5116;0,7831;0,2272;0,0390;0,2745;0,1995;0,0498;0,0250;0,1445;0,9292;0,0127
501604755;375,00;195;180;176;156;88;80;0,0996;31939,20;35472,65;0,0928;17,40;19,18;0,2409;412,56;543,52;0,2414;0,22;0,29;0,1167;30971,06;35061,11;0,1097;16,88;18,96;0,2705;394,87;541,31;0,2414;0,22;0,29;0,4444;0,4513;19130,96;28259,16;34989,82;56;48;44;32;39;46;49;61;0,5895;0,5106;0,4731;0,3441;0,4105;0,4894;0,5269;0,6559;10,38;15,34;18,99;49;41;38;28;34;42;45;55;0,5904;0,4940;0,4578;0,3373;0,4096;0,5060;0,5422;0,6627;0,8551;0,3682;0,0755;0,2098;0,1655;0,0226;0,2718;0,1077;0,7480;0,0196
439008004;375,00;199;176;180;155;65;53;0,0032;42533,22;42670,41;-0,0619;24,88;23,43;-0,0128;692,09;683,34;-0,0526;0,40;0,38;0,0167;45610,08;46385,61;-0,0475;26,68;25,47;0,1154;623,18;704,44;0,0769;0,36;0,39;0,3011;0,3266;23717,62;31211,14;39803,98;53;43;37;43;41;50;57;51;0,5638;0,4624;0,3936;0,4574;0,4362;0,5376;0,6064;0,5426;13,40;17,64;22,49;46;38;32;39;38;46;51;45;0,5476;0,4524;0,3855;0,4643;0,4524;0,5476;0,6145;0,5357;0,5741;0,1503;0,0913;0,1192;0,0772;0,0204;0,0652;0,1271;0,5231;0,0194
327127247;375,00;199;176;171;166;49;42;0,1132;31884,07;35955,14;0,0481;18,59;19,53;0,1442;878,41;1026,47;0,0893;0,51;0,56;0,1278;32449,48;37205,84;0,0634;18,92;20,20;0,0859;886,78;970,16;0,0189;0,52;0,53;0,2386;0,2462;21061,70;25486,76;33125,59;63;53;37;23;34;42;56;67;0,6495;0,5579;0,3978;0,2556;0,3505;0,4421;0,6022;0,7444;11,84;14,32;18,62;61;49;35;21;28;37;48;58;0,6854;0,5698;0,4217;0,2658;0,3146;0,4302;0,5783;0,7342;0,9294;0,2359;0,1479;0,1120;0,0746;0,0249;0,0307;0,0761;0,3672;0,0024
431410299;375,00;184;191;161;176;115;112;-0,0035;43776,96;43623,16;-0,0083;24,29;24,09;0,0163;525,28;534,00;0,0000;0,29;0,29;-0,0227;42151,19;41215,14;-0,0277;23,39;22,76;0,1175;459,30;520,43;0,1379;0,25;0,29;0,5864;0,6250;24143,59;38192,53;41948,90;51;45;44;51;43;49;49;43;0,5426;0,4787;0,4731;0,5426;0,4574;0,5213;0,5269;0,4574;13,37;21,14;23,22;49;39;39;49;36;44;44;37;0,5765;0,4699;0,4699;0,5698;0,4235;0,5301;0,5301;0,4302;0,9769;0,0618;0,0834;0,2068;0,1200;0,0111;0,0724;0,0295;0,6296;0,0215
382402683;375,00;200;175;186;150;61;50;0,0886;34359,13;37700,06;0,0560;19,56;20,72;0,2311;863,90;1123,57;0,2097;0,49;0,62;0,0962;32478,44;35936,76;0,0638;18,49;19,75;0,2482;948,29;1261,43;0,2174;0,54;0,69;0,2857;0,3050;24982,89;29018,60;37109,60;56;55;43;21;41;42;50;67;0,5773;0,5670;0,4624;0,2386;0,4227;0,4330;0,5376;0,7614;13,95;16,20;20,72;47;51;36;16;40;36;47;63;0,5402;0,5862;0,4337;0,2025;0,4598;0,4138;0,5663;0,7975;0,8673;0,0693;0,2525;0,2140;0,0457;0,0046;0,0587;0,0768;0,6808;0,0443
378006027;375,00;170;205;158;189;99;115;0,0098;42584,10;43004,57;-0,0189;24,22;23,77;-0,0139;460,63;454,32;-0,0400;0,26;0,25;0,0148;43768,13;44425,67;-0,0138;24,89;24,55;-0,1026;486,40;441,15;-0,1667;0,28;0,24;0,5610;0,5824;21652,45;30846,28;42433,79;50;54;52;49;44;39;42;45;0,5319;0,5806;0,5532;0,5213;0,4681;0,4194;0,4468;0,4787;12,15;17,31;23,82;44;50;50;45;42;37;37;42;0,5116;0,5747;0,5747;0,5172;0,4884;0,4253;0,4253;0,4828;0,9026;0,1123;0,2857;0,1828;0,1968;0,0433;0,1757;0,0430;0,2051;0,0494
423379338;375,00;213;162;187;144;69;50;0,0917;28774,29;31677,63;0,0558;16,57;17,55;0,1733;667,26;807,10;0,1556;0,38;0,45;0,1044;27634,73;30856,91;0,0690;15,91;17,09;0,1013;743,34;827,13;0,0652;0,43;0,46;0,3086;0,3239;19377,01;24900,88;30396,89;47;46;37;32;49;49;56;59;0,4896;0,4842;0,3978;0,3516;0,5104;0,5158;0,6022;0,6484;10,91;14,02;17,12;44;41;33;26;41;43;49;54;0,5176;0,4881;0,4024;0,3250;0,4824;0,5119;0,5976;0,6750;0,6230;0,1098;0,0312;0,0941;0,1620;0,0349;0,0074;0,0277;0,7058;0,0085
834424095;375,00;191;184;184;169;104;81;0,0263;32912,70;33802,16;0,0080;18,59;18,74;0,0071;711,26;716,32;0,0000;0,40;0,40;0,0341;34296,78;35506,10;0,0163;19,37;19,69;0,0622;744,48;793,82;0,0455;0,42;0,44;0,4402;0,5445;19458,23;25010,33;36356,34;52;45;45;42;41;49;49;52;0,5591;0,4787;0,4787;0,4468;0,4409;0,5213;0,5213;0,5532;10,88;13,99;20,34;45;43;41;40;43;45;47;49;0,5114;0,4886;0,4659;0,4494;0,4886;0,5114;0,5341;0,5506;0,7844;0,4251;0,2922;0,0261;0,0531;0,0486;0,0863;0,1312;0,8845;0,0353
